x,y
3.814658845673961,16.438198205335414
4.413113246399885,1.627675089435837
1.183712170365909,12.867194494487308
12.759682778790882,19.925773111461403
11.697952799071182,6.891492588685471
2.889099165006685,17.134732794876037
6.520155906086089,11.314515485734624
0.525910153884758,7.471261764077950
19.530084308809332,3.694134427766684
19.840661525976504,25.812624998777686
26.081067808246186,4.721875473682612
14.019979572576855,26.836909710783985
21.897786009345985,25.991591354409902
11.606790369802336,14.970379930314330
26.853421586537024,12.870411325366392
20.105031117091993,12.737723160252909
21.240194409158292,18.396744472210813
13.248104795623028,16.470659940896915
17.944466812131694,26.371746078143754
20.306135662376811,21.412634195335119
29.097797757521811,2.029852709062543
5.628406902538200,9.543668792490786
28.382020309712612,6.856650772810977
16.952837183351807,3.532833914141914
8.120016112365080,8.283291441385522
21.253987887810712,3.264872458101155
22.709534822059041,9.106385574845531
22.004112663830416,10.996833462427549
12.792031761626513,3.774922797113760
3.205257287076710,16.255255213479312
19.112104603127733,2.763920109834939
4.182967313651924,0.973282530704025
4.872260935855599,6.677325626214943
20.721092863590943,1.956439416498772
20.622195274101532,12.162854209855801
4.288611699714395,29.469875198447411
15.128070662488383,8.825528325892829
1.665155143163123,9.429649322798070
18.373686938762493,7.373187356626278
17.077243528797347,8.348343791866562
1.333632822465812,12.394987857067095
10.698608631305575,7.376704787099206
15.869154946781160,11.688684729666136
28.498364033940629,18.636873702457724
10.744624287861122,6.430100803367472
19.953715759331004,27.603861574450534
18.813393321715445,24.881767279314193
20.526860132939134,28.415445135254433
12.216267183239825,23.181757444774419
15.275579061653117,1.484744014668851
0.397867207607314,12.753703950744214
19.799231714678438,25.898176121592773
0.978694791779012,28.255323039765866
26.542815359663329,26.208516137937856
19.280093428843575,13.999741869927950
24.119818321054783,6.185225976444525
8.768747218146265,5.180798998366106
29.939454362838177,5.765438512928570
21.022527558726594,13.862168091207115
0.998858547824271,2.437906099151541
27.882850933709243,22.336280627544898
16.380293547199006,6.283944075862919
0.190684183525380,23.179497516352669
9.368958512274425,6.421217390102814
5.169345813648877,24.263891543443002
18.618987185640162,19.239023341828851
27.763117784628562,26.753971307383331
20.413837045720019,28.830808120784351
6.868830243489588,0.588066991857950
27.651203337832548,7.929839272502445
29.193089015173264,6.721171765625019
8.353787861710009,27.283494683251163
24.379654733024768,2.921736775978495
17.264137455826809,4.732548186704944
2.150147258237850,18.371454864139583
2.341575610497701,14.156849575681218
18.435382837811282,28.173080150879404
27.638165972876884,18.223723634652291
15.081375573315801,19.511735467595585
27.748964784930294,29.728212596522027
